Name,Position,Birth_Date,Height,Weight
Scott Stajcer,G,6/14/1991,,
Nick Stajduhar,D,12/6/1974,6-3 ft,200
Viktor Stalberg,LW,1/17/1986,6-3 ft,209
Al Staley,C,9/21/1928,6-1 ft,175
Jordan Stallard,C,9/18/1997,6-1 ft,179
Alex Stalock,G,7/28/1987,6-0 ft,190
Juris Stals,LW,8/4/1982,,
Steven Stamkos,C,2/7/1990,6-1 ft,194
Bretton Stamler,D,3/10/1987,,
Lorne Stamler,LW,8/9/1951,6-0 ft,190
Rastislav Stana,G,1/10/1980,6-2 ft,184
George Standing,RW,8/3/1941,5-10 ft,190
Fred Stanfield,C/W,5/4/1944,5-10 ft,185
Jack Stanfield,LW,5/30/1942,5-11 ft,176
Jim Stanfield,C/RW,1/1/1947,5-10 ft,160
Ed Staniowski,G,7/7/1955,5-9 ft,170
Ed Stankiewicz,C,12/1/1929,5-9 ft,165
Myron Stankiewicz,LW,12/4/1935,5-11 ft,185
Allan Stanley,D,3/1/1926,6-1 ft,170
Barney Stanley,RW,01/01/1893,6-0 ft,175
Daryl Stanley,D/LW,12/2/1962,6-2 ft,200
Logan Stanley,D,5/26/1998,6-7 ft,224
Wally Stanowski,D,4/28/1919,5-11 ft,180
Paul Stanton,D,6/22/1967,6-1 ft,195
Ryan Stanton,D,7/20/1989,6-2 ft,196
Brian Stapleton,RW,12/25/1951,6-2 ft,190
Mike Stapleton,C,5/5/1966,5-10 ft,183
Pat Stapleton,D,7/4/1940,5-8 ft,180
Tim Stapleton,C,7/9/1982,5-9 ft,180
Sergei Starikov,D,12/4/1958,5-10 ft,225
Kirill Starkov,C,3/31/1987,,
Harold Starr,D,7/6/1906,5-11 ft,176
Wilf Starr,C,7/22/1909,5-11 ft,190
Beau Starrett,C/LW,11/1/1995,6-4 ft,197
Vic Stasiuk,LW,5/23/1929,6-0 ft,185
Anton Stastny,LW,8/5/1959,6-0 ft,188
Marian Stastny,RW,1/8/1953,5-10 ft,195
Paul Stastny,C,12/27/1985,6-0 ft,202
Peter Stastny,C,9/18/1956,6-1 ft,200
Yan Stastny,C,9/30/1982,5-10 ft,191
Denis Stasyuk,C,9/2/1985,,
Ray Staszak,RW,12/1/1962,6-0 ft,200
Robb Stauber,G,11/25/1967,5-11 ft,180
Brad Staubitz,RW,7/28/1984,6-1 ft,215
Casey Staum,D,1/8/1998,5-11 ft,174
Jan Steber,C,10/19/1985,,
Troy Stecher,D,4/7/1994,5-10 ft,190
David Steckel,C,3/15/1982,6-6 ft,215
Sam Steel,C,2/3/1998,5-11 ft,178
Bill Steele,RW,11/13/1952,5-7 ft,170
Frank Steele,RW/D,3/19/1905,5-11 ft,170
Alex Steen,C,3/1/1984,6-0 ft,211
Anders Steen,C,4/28/1955,6-1 ft,204
Oskar Steen,C,3/9/1998,5-9 ft,188
Thomas Steen,C,6/8/1960,5-11 ft,190
Ryan Steeves,C/LW,12/31/1982,,
Greg Stefan,G,2/11/1961,5-11 ft,180
Patrik Stefan,C,9/16/1980,6-2 ft,210
Sebastian Stefaniszin,G,7/22/1987,,
Morris Stefaniw,C,1/10/1948,5-11 ft,170
Mikhail Stefanovich,C,11/27/1989,,
Bud Stefanski,C,4/28/1955,5-10 ft,170
Taylor Stefishen,LW,8/15/1990,,
Richard Stehlik,D,6/22/1984,,
Phil Stein,G,9/13/1913,5-11 ft,
Joe Stejskal,D,4/30/1988,,
Pete Stemkowski,C,8/25/1943,6-1 ft,196
Lee Stempniak,RW,2/4/1983,5-11 ft,195
Kevin Stenlund,C,9/20/1996,6-3 ft,205
Vern Stenlund,C,4/11/1956,6-1 ft,178
Jakob Stenqvist,D,3/17/1998,6-1 ft,163
Derek Stepan,C,6/18/1990,6-0 ft,196
Zach Stepan,C,1/6/1994,,
Tobias Stephan,G,1/21/1984,6-2 ft,180
Ken Stephanson,D,11/13/1941,6-0 ft,190
Charlie Stephens,C/RW,4/5/1981,6-3 ft,220
Devante Stephens,D,1/2/1997,6-1 ft,171
Mitchell Stephens,C,2/5/1997,5-11 ft,188
Bob Stephenson,RW,2/1/1954,6-1 ft,187
Chandler Stephenson,C,4/22/1994,5-11 ft,190
Logan Stephenson,D,2/19/1986,,
Shay Stephenson,LW,9/13/1983,6-4 ft,212
Wayne Stephenson,G,1/29/1945,5-9 ft,175
Joel Stepp,C,2/11/1983,,
Jan Sterbak,,,,
Brett Sterling,LW,4/24/1984,5-7 ft,175
Ron Stern,RW,1/11/1967,6-0 ft,200
Ulf Sterner,LW,2/11/1941,6-2 ft,187
John Stevens,D,5/4/1966,6-1 ft,195
Kevin Stevens,LW,4/15/1965,6-3 ft,230
Luke Stevens,LW,2/11/1997,6-3 ft,192
Mike Stevens,D,10/13/1950,5-11 ft,188
Mike Stevens,LW,12/30/1965,6-0 ft,202
Nolan Stevens,C,7/22/1996,6-2 ft,183
Phil Stevens,C/D,02/15/1893,5-11 ft,165
Scott Stevens,D,4/1/1964,6-2 ft,215
Doug Stevenson,G,4/6/1924,5-8 ft,170
Grant Stevenson,C,10/15/1981,5-11 ft,170
Jeremy Stevenson,LW,7/28/1974,6-1 ft,215
Shayne Stevenson,RW,10/26/1970,6-1 ft,190
Turner Stevenson,RW,5/18/1972,6-3 ft,220
Allan Stewart,LW,1/31/1964,6-0 ft,195
Anthony Stewart,RW,1/5/1985,6-3 ft,230
Bill Stewart,D,10/6/1957,6-2 ft,190
Blair Stewart,C,3/15/1953,5-11 ft,185
Bob Stewart,D,11/10/1950,6-1 ft,206
Cam Stewart,LW,9/18/1971,5-11 ft,196
Charles Stewart,G,11/13/1895,5-7 ft,140
Chris Stewart,RW,10/30/1987,6-2 ft,239
Danny Stewart,LW,4/23/1985,,
Dean Stewart,D,6/12/1998,6-1 ft,170
Gaye Stewart,LW,6/23/1923,5-11 ft,175
Greg Stewart,LW,5/21/1986,6-2 ft,202
Jack Stewart,D,5/6/1917,5-10 ft,190
Jim Stewart,G,4/23/1957,5-11 ft,170
John Stewart,LW,5/16/1950,6-0 ft,180
John Stewart,C,1/2/1954,6-0 ft,180
Karl Stewart,LW,6/30/1983,5-11 ft,185
Ken Stewart,D,3/29/1913,6-0 ft,175
Mackenze Stewart,D,8/10/1995,6-3 ft,240
Nels Stewart,C,12/29/1902,6-1 ft,195
Paul Stewart,LW/D,3/21/1954,6-1 ft,205
Ralph Stewart,C,12/2/1948,6-1 ft,190
Ron Stewart,RW,7/11/1932,6-1 ft,197
Ryan Stewart,C,6/1/1967,6-1 ft,175
Ales Stezka,G,1/6/1997,6-3 ft,178
Trevor Stienburg,RW,5/13/1966,6-1 ft,200
Tony Stiles,D,8/12/1959,5-11 ft,200
Cory Stillman,C,3/2/1983,,
Cory Stillman,LW,12/20/1973,6-0 ft,200
Riley Stillman,D,3/9/1998,6-0 ft,189
Ryan Stoa,C,4/13/1987,6-3 ft,200
P.J. Stock,C,5/26/1975,5-10 ft,197
Jack Stoddard,RW,9/26/1926,6-3 ft,185
Myles Stoesz,LW,2/15/1987,,
Alek Stojanov,RW,4/25/1973,6-4 ft,225
Anthony Stolarz,G,1/20/1994,6-6 ft,210
Jarret Stoll,C,6/24/1982,6-1 ft,216
Karl Stollery,D,11/21/1987,5-11 ft,180
Roland Stoltz,RW,8/15/1954,6-1 ft,191
Gennady Stolyarov,RW,8/20/1986,,
Mark Stone,RW,5/13/1992,6-3 ft,206
Michael Stone,D,6/7/1990,6-3 ft,210
Ryan Stone,C,3/20/1985,6-2 ft,207
Steve Stone,RW,9/26/1952,5-8 ft,170
Clayton Stoner,D,2/19/1985,6-4 ft,216
Alexei Stonkus,D,5/6/1984,,
Ben Storm,D,3/30/1994,,
Jim Storm,LW,2/5/1971,6-2 ft,200
Jamie Storr,G,12/28/1975,6-2 ft,195
Zack Stortini,RW,9/11/1985,6-4 ft,215
Mike Stothers,D,2/22/1962,6-4 ft,212
Blaine Stoughton,RW,3/13/1953,5-11 ft,185
Steve Stoyanovich,C,5/2/1957,6-2 ft,205
Peter Stoykewych,D,7/14/1992,,
Tyson Strachan,D,10/30/1984,6-3 ft,215
Neil Strain,LW/C,2/24/1926,5-9 ft,165
Brian Strait,D,1/4/1988,6-1 ft,206
Martin Straka,C,9/3/1972,5-9 ft,180
Petr Straka,RW,6/15/1992,6-1 ft,185
Anton Stralman,D,8/1/1986,5-11 ft,190
Matej Stransky,RW,7/11/1993,6-3 ft,193
Vladimir Stransky,,,,
Gord Strate,D,5/28/1935,6-1 ft,190
Art Stratton,C/LW,10/8/1935,5-11 ft,170
Martin Strbak,D,1/15/1975,6-3 ft,210
Ben Street,C,2/13/1987,5-11 ft,185
Mark Streit,D,12/11/1977,5-11 ft,191
Art Strobel,LW,11/28/1922,5-6 ft,160
Dylan Strome,C,3/7/1997,6-3 ft,185
Ryan Strome,C,7/11/1993,6-1 ft,199
Ken Strong,LW,5/9/1963,5-11 ft,185
Garret Stroshein,RW,4/4/1980,6-7 ft,245
David Struch,C,2/11/1971,5-10 ft,180
Jason Strudwick,D,7/17/1975,6-4 ft,226
Todd Strueby,LW,6/15/1963,6-1 ft,185
Billy Stuart,D,2/1/1900,5-11 ft,190
Brad Stuart,D,11/6/1979,6-2 ft,215
Bruce Stuart,C,,6-2 ft,180
Colin Stuart,LW,7/8/1982,6-2 ft,205
Herb Stuart,G,03/30/1899,5-6 ft,175
Hod Stuart,P,,6-0 ft,190
Mark Stuart,D,4/27/1984,6-2 ft,215
Mike Stuart,D,8/31/1980,6-0 ft,200
Jakob Stukel,LW,3/6/1997,5-11 ft,182
Jozef Stumpel,C,7/20/1972,6-3 ft,222
Bob Stumpf,RW/D,4/25/1953,6-1 ft,195
Peter Sturgeon,LW,2/12/1954,6-2 ft,198
Marco Sturm,LW,9/8/1978,6-0 ft,196
Mike Stutzel,LW,2/28/1979,6-2 ft,216
Jordan Subban,D,3/3/1995,5-9 ft,175
Malcolm Subban,G,12/21/1993,6-2 ft,200
P.K. Subban,D,5/13/1989,6-0 ft,210
Nick Sucharski,LW,11/15/1987,,
Radoslav Suchy,D,4/7/1976,6-2 ft,204
Matt Suderman,D,1/27/1983,,
Colin Suellentrop,D,6/10/1993,6-1 ft,195
Alexander Suglobov,RW,1/15/1982,6-0 ft,200
Kai Suikkanen,RW,6/29/1959,6-2 ft,205
Doug Sulliman,RW,8/29/1959,6-2 ft,210
Barry Sullivan,RW,9/21/1927,6-0 ft,185
Bob Sullivan,LW,11/29/1957,6-0 ft,210
Brian Sullivan,RW,4/23/1969,6-4 ft,195
Colin Sullivan,D,3/26/1993,,
Dale Sullivan,RW,7/30/1983,,
Danny Sullivan,G,5/31/1947,5-8 ft,155
Frank Sullivan,D,6/16/1929,5-11 ft,178
Mike Sullivan,C,9/14/1984,,
Mike Sullivan,C,2/27/1968,6-2 ft,204
Peter Sullivan,C,7/25/1951,5-9 ft,165
Red Sullivan,C,12/24/1929,5-11 ft,155
Sean Sullivan,D,3/29/1984,,
Steve Sullivan,RW,7/6/1974,5-9 ft,165
Alexander Sulzer,D,5/30/1984,6-1 ft,204
Raimo Summanen,LW,3/2/1962,5-11 ft,185
Bill Summerhill,RW,7/9/1915,5-9 ft,170
Chris Summers,D,2/5/1988,6-2 ft,209
Kelly Summers,D,4/29/1996,6-1 ft,191
Niklas Sundblad,RW,1/3/1973,6-1 ft,200
Kevin Sundher,C,1/18/1992,,
Andreas Sundin,LW,3/15/1984,,
Mats Sundin,C,2/13/1971,6-5 ft,231
Ronnie Sundin,D,10/3/1970,6-1 ft,220
Oskar Sundqvist,C,3/23/1994,6-3 ft,209
Alexander Sundstrom,C,3/14/1987,,
Johan Sundstrom,C,9/21/1992,6-2 ft,196
Niklas Sundstrom,RW,6/6/1975,6-0 ft,191
Patrik Sundstrom,C,12/14/1961,6-1 ft,200
Peter Sundstrom,LW,12/14/1961,6-0 ft,180
Al Suomi,LW,10/29/1913,5-10 ft,170
Seppo Suoraniemi,,,,
Damian Surma,C,1/22/1981,5-10 ft,200
Tomas Surovy,C,9/24/1981,6-1 ft,205
Maxim Sushinsky,RW,7/1/1974,5-8 ft,165
Andrej Sustr,D,11/29/1990,6-7 ft,220
Gregg Sutch,RW,2/9/1992,,
Gary Suter,D,6/24/1964,6-0 ft,215
Ryan Suter,D,1/21/1985,6-2 ft,206
Brian Sutherby,C,3/1/1982,6-2 ft,208
Bill Sutherland,C,11/10/1934,5-10 ft,160
Max Sutherland,LW,2/8/1907,5-10 ft,165
Steve Sutherland,LW,9/1/1946,5-11 ft,172
Brandon Sutter,C/RW,2/14/1989,6-3 ft,191
Brent Sutter,C,6/10/1962,6-0 ft,192
Brett Sutter,LW,6/2/1987,6-0 ft,200
Brian Sutter,LW,10/7/1956,5-11 ft,173
Brody Sutter,C,9/26/1991,6-5 ft,203
Darryl Sutter,LW,8/19/1958,5-11 ft,176
Duane Sutter,RW,3/16/1960,6-1 ft,185
Lukas Sutter,C,10/4/1993,6-0 ft,209
Rich Sutter,RW,12/2/1963,5-11 ft,188
Ron Sutter,C,12/2/1963,6-0 ft,180
Andy Sutton,D,3/10/1975,6-6 ft,245
Ken Sutton,D,11/5/1969,6-1 ft,205
Mark Suzor,D,11/5/1956,6-1 ft,212
David Svagrovsky,RW,12/21/1984,,
Per Svartvadet,C,5/17/1975,6-1 ft,195
Marek Svatos,RW,6/17/1982,5-10 ft,185
Evgeny Svechnikov,LW,10/31/1996,6-1 ft,199
Niklas Svedberg,G,9/4/1989,6-0 ft,176
Viktor Svedberg,D,5/24/1991,6-8 ft,238
Robert Svehla,D,1/2/1969,6-0 ft,209
Jaroslav Svejkovsky,RW,10/1/1976,6-1 ft,193
Mikael Svensk,D,2/28/1983,,
Leif Svensson,D,7/8/1951,6-3 ft,190
Magnus Svensson,D,3/1/1963,5-11 ft,180
Pavel Svitana,G,,,
Alexander Svitov,C,11/3/1982,6-3 ft,228
Jaroslav Svoboda,LW,6/1/1980,6-2 ft,190
Miroslav Svoboda,G,3/7/1995,6-3 ft,176
Petr Svoboda,D,2/14/1966,6-1 ft,198
Petr Svoboda,D,6/20/1980,6-3 ft,200
Garry Swain,C,9/11/1947,5-8 ft,164
Bryce Swan,C,10/6/1987,,
Brian Swanson,C,3/24/1976,5-10 ft,185
Jeremy Swanson,D,6/21/1984,,
George Swarbrick,RW,2/16/1942,5-10 ft,175
Bill Sweatt,LW,9/21/1988,6-0 ft,190
Lee Sweatt,D,8/13/1985,5-9 ft,195
Bill Sweeney,C,1/30/1937,5-10 ft,165
Bob Sweeney,C/RW,1/25/1964,6-3 ft,200
Don Sweeney,D,8/17/1966,5-10 ft,185
Tim Sweeney,LW,4/12/1967,5-11 ft,185
Cal Swenson,C,4/16/1948,5-8 ft,183
Craig Switzer,D,10/16/1984,,
Darryl Sydor,D,5/13/1972,6-1 ft,211
Bob Sykes,LW,9/26/1951,6-0 ft,200
Phil Sykes,LW,3/18/1959,6-0 ft,175
Michal Sykora,D,7/5/1973,6-5 ft,225
Petr Sykora,RW,11/19/1976,6-0 ft,190
Petr Sykora,C,12/21/1978,6-3 ft,206
Dean Sylvester,RW,12/30/1972,6-2 ft,210
Don Sylvestri,G,6/2/1961,6-0 ft,180
Corey Syvret,D,2/12/1989,,
Danny Syvret,D,6/13/1985,5-11 ft,203
Dave Syvret,D,10/28/1954,6-0 ft,190
Paul Szczechura,RW,11/30/1985,5-10 ft,186
Joe Szura,C,12/18/1938,6-3 ft,185
Jordan Szwarz,RW,5/14/1991,5-11 ft,196
Jan Tabacek,D,4/7/1980,,
Rick Tabaracci,G,1/2/1969,6-1 ft,190
Jeff Taffe,C,2/19/1981,6-3 ft,207
John Taft,D,3/8/1954,6-2 ft,185
Peter Taglianetti,D,8/15/1963,6-2 ft,195
Tomi Taimio,,,,
Rudy Tajcnar,D,4/17/1948,5-11 ft,200
Kari Takko,G,6/23/1962,6-2 ft,189
Dean Talafous,RW,8/25/1953,6-4 ft,180
Ron Talakoski,RW,6/1/1962,6-3 ft,220
Cam Talbot,G,6/5/1987,6-3 ft,193
Jean-Guy Talbot,D,7/11/1932,5-11 ft,170
Maxime Talbot,C,2/11/1984,5-11 ft,186
Barry Tallackson,RW,4/14/1983,6-5 ft,215
Robbie Tallas,G,3/20/1973,5-11 ft,185
Henrik Tallinder,D,1/10/1979,6-4 ft,215
Dale Tallon,D,10/19/1950,6-1 ft,195
Adam Tambellini,C,11/1/1994,,
Jeff Tambellini,LW,4/13/1984,5-11 ft,186
Steve Tambellini,C,5/14/1958,6-0 ft,190
Chris Tamer,D,11/17/1970,6-2 ft,205
Jonne Tammela,RW,8/5/1997,5-10 ft,180
Juhani Tamminen,RW,5/26/1950,5-11 ft,185
David Tanabe,D,7/19/1980,6-1 ft,212
Chris Tancill,C,2/7/1968,5-10 ft,185
Brandon Tanev,LW,12/31/1991,6-0 ft,180
Chris Tanev,D,12/20/1989,6-2 ft,195
Eric Tangradi,C,2/10/1989,6-4 ft,221
Alex Tanguay,LW,11/21/1979,6-1 ft,194
Christian Tanguay,RW,8/4/1962,5-10 ft,190
Maxime Tanguay,C,11/16/1988,,
Don Tannahill,LW,2/21/1949,5-11 ft,178
John Tanner,G,3/17/1971,6-3 ft,182
Tony Tanti,RW,9/7/1963,5-9 ft,180
Matt Taormina,D,10/20/1986,5-10 ft,182
Brad Tapper,RW,4/28/1978,6-0 ft,185
Milow Tarant,LW,,,
Vladimir Tarasenko,RW,12/13/1991,6-0 ft,219
Daniil Tarasov,RW,6/20/1991,5-10 ft,185
Andrei Taratukhin,C,2/22/1983,,
Jamie Tardif,RW,1/23/1985,6-0 ft,205
Marc Tardif,LW,6/12/1949,6-0 ft,195
Patrice Tardif,C,10/30/1970,6-2 ft,202
Max Tardy,C,10/27/1990,,
Zach Tarkir,D,6/28/1984,,
Iiro Tarkki,G,7/1/1985,6-2 ft,191
Nick Tarnasky,LW,11/25/1984,6-2 ft,230
Dick Tarnstrom,D,1/20/1975,6-1 ft,205
Matthew Tassone,C,9/28/1989,,
Tomas Tatar,C,12/1/1990,5-10 ft,185
Mikhail Tatarinov,D,7/16/1966,5-10 ft,195
Dave Tataryn,G,7/17/1950,5-9 ft,160
Spence Tatchell,D,7/16/1924,5-11 ft,175
Petr Taticek,C,9/22/1983,6-3 ft,195
John Tavares,C,9/20/1990,6-1 ft,211
Adam Taylor,C,6/24/1984,,
Billy Taylor,C,5/3/1919,5-9 ft,150
Billy Taylor,C,10/14/1942,6-1 ft,175
Bob Taylor,RW,8/12/1904,6-1 ft,190
Bobby Taylor,G,1/24/1945,6-1 ft,180
Chris Taylor,C,3/6/1972,6-2 ft,192
Cyclone Taylor,R,06/23/1884,5-8 ft,165
Daniel Taylor,G,4/28/1986,6-1 ft,176
Dave Taylor,RW,12/4/1955,6-0 ft,190
Harry Taylor,C,3/28/1926,5-8 ft,165
Jake Taylor,D,8/1/1983,,
Jeff Taylor,D,4/13/1994,6-0 ft,180
Justin Taylor,C,2/8/1989,,
Mark Taylor,C,1/26/1958,6-0 ft,190
Ralph Taylor,D,10/2/1905,5-9 ft,180
Ted Taylor,LW,2/25/1942,6-0 ft,175
Tim Taylor,C,2/6/1969,6-1 ft,190
Jeff Teal,RW,5/30/1960,6-3 ft,205
Skip Teal,C,7/17/1933,5-8 ft,155
Vic Teal,RW,8/10/1949,6-1 ft,160
Greg Tebbutt,D,5/11/1957,6-3 ft,215
Mattias Tedenby,LW,2/21/1990,5-9 ft,175
Ivan Telegin,LW,2/28/1992,,
Mikael Tellqvist,G,9/19/1979,5-11 ft,185
Valtteri Tenkanen,C,3/27/1985,,
Petr Tenkrat,RW,5/31/1977,6-0 ft,183
Matt Tennyson,D,4/23/1990,6-2 ft,205
Harvey Teno,G,2/15/1915,5-7 ft,175
Joey Tenute,C,4/2/1983,5-9 ft,188
Stephen Tepper,RW,3/10/1969,6-4 ft,215
Teuvo Teravainen,C,9/11/1994,5-11 ft,178
Paul Terbenche,D,9/16/1945,5-10 ft,170
Artem Ternavsky,D,6/2/1983,,
Chris Terreri,G,11/15/1964,5-9 ft,170
Greg Terrion,LW,5/2/1960,5-11 ft,190
Bill Terry,C,7/13/1961,5-8 ft,175
Chris Terry,LW,4/7/1989,5-10 ft,195
Troy Terry,C/RW,9/10/1997,5-10 ft,160
Dmitri Tertyshny,D,12/26/1976,6-1 ft,176
Ryan Tesink,C,5/21/1993,6-0 ft,172
Roman Tesliuk,D,1/21/1986,,
Kelsey Tessier,C,1/16/1990,,
Michael Tessier,LW,8/14/1984,,
Orval Tessier,C,6/30/1933,5-8 ft,160
Joey Tetarenko,RW,3/3/1978,6-2 ft,215
Jean Tetreault,LW,1/22/1953,6-0 ft,170
Colten Teubert,D,3/8/1990,6-4 ft,195
Alexei Tezikov,D,6/22/1978,6-1 ft,208
Ryan Thang,LW,5/11/1987,6-0 ft,194
Greg Theberge,D,9/3/1959,5-10 ft,185
A.J. Thelen,D,3/11/1986,,
Mats Thelin,D,3/30/1961,5-10 ft,185
Michael Thelven,D,1/7/1961,5-11 ft,185
Jose Theodore,G,9/13/1976,5-11 ft,172
Shea Theodore,D,8/3/1995,6-2 ft,195
Mitchell Theoret,C,6/8/1993,,
Alex Theriau,D,2/14/1992,,
Chris Therien,D,12/14/1971,6-5 ft,235
Gaston Therrien,D,5/27/1960,5-10 ft,185
Gilles Thibaudeau,C,3/4/1963,5-10 ft,165
Jocelyn Thibault,G,1/12/1975,5-11 ft,169
Lorrain Thibeault,LW,10/2/1918,5-7 ft,180
Brad Thiessen,G,3/19/1986,5-11 ft,171
Leo Thiffault,LW,12/16/1944,5-10 ft,175
Andrew Thomas,D,11/14/1985,,
Ben Thomas,D,5/28/1996,6-1 ft,192
Bill Thomas,RW,6/20/1983,6-1 ft,185
Christian Thomas,RW,5/26/1992,5-9 ft,178
Cy Thomas,W,8/5/1926,5-11 ft,185
Reg Thomas,LW,4/21/1953,5-10 ft,185
Scott Thomas,RW,1/18/1970,6-2 ft,200
Steve Thomas,LW,7/15/1963,5-10 ft,185
Tim Thomas,G,4/15/1974,5-11 ft,201
Wayne Thomas,G,10/9/1947,6-2 ft,195
Peter Thome,G,5/24/1997,6-3 ft,194
Dave Thomlinson,LW,10/22/1966,6-1 ft,215
Billy Thompson,G,9/24/1982,,
Brent Thompson,D,1/9/1971,6-2 ft,205
Cliff Thompson,D,12/9/1918,5-11 ft,185
Errol Thompson,LW,5/28/1950,5-9 ft,185
Keaton Thompson,D,9/14/1995,,
Ken Thompson,LW/C,05/29/1881,5-10 ft,160
Nate Thompson,C,10/5/1984,6-0 ft,212
Paul Thompson,LW,11/2/1906,5-11 ft,180
Paul Thompson,RW,11/30/1988,6-1 ft,200
Rocky Thompson,D,8/8/1977,6-2 ft,205
Tage Thompson,C,10/30/1997,6-5 ft,195
Tiny Thompson,G,5/31/1903,5-10 ft,160
Bill Thoms,C,3/5/1910,5-9 ft,170
Ben Thomson,LW,1/16/1993,,
Bill Thomson,C/RW,3/23/1914,5-9 ft,162
Floyd Thomson,LW,6/14/1949,6-0 ft,190
Jim Thomson,RW,12/30/1965,6-1 ft,220
Jimmy Thomson,D,2/23/1927,5-11 ft,175
Rhys Thomson,D,8/9/1918,6-1 ft,195
Chris Thorburn,RW,6/3/1983,6-3 ft,235
Patrick Thoresen,C,11/7/1983,5-11 ft,188
Tom Thornbury,D,3/17/1963,5-11 ft,175
Joe Thornton,C,7/2/1979,6-4 ft,220
Scott Thornton,LW,1/9/1971,6-3 ft,220
Shawn Thornton,RW,7/23/1977,6-2 ft,217
Joe Thorsteinson,RW,3/19/1905,5-9 ft,157
Dalton Thrower,D,12/20/1993,,
Andreas Thuresson,C,11/18/1987,6-1 ft,212
Fred Thurier,C,1/11/1916,5-11 ft,160
Calvin Thurkauf,C,6/27/1997,6-1 ft,197
Tom Thurlby,D,11/9/1938,5-10 ft,175
Mario Thyer,C,9/29/1966,5-11 ft,170
Billy Tibbetts,RW,10/14/1974,6-2 ft,215
Milan Tichy,D,9/22/1969,6-3 ft,198
Alex Tidey,RW,1/5/1955,6-0 ft,182
Chris Tierney,C,7/1/1994,6-1 ft,195
Frederik Tiffels,LW,5/20/1995,6-0 ft,192
Viktor Tikhonov,RW,5/12/1988,6-2 ft,189
Esa Tikkanen,LW,1/25/1965,6-1 ft,190
Niklas Tikkinen,D,6/1/1994,,
Brad Tiley,D,7/5/1971,6-1 ft,199
Tom Tilley,D,3/28/1965,6-0 ft,190
Mattias Timander,D,4/16/1974,6-2 ft,230
Dmytro Timashov,LW,10/1/1996,5-9 ft,192
Ray Timgren,LW,9/29/1928,5-9 ft,150
Scott Timmins,C,9/11/1989,5-11 ft,191
Jussi Timonen,D,6/29/1983,6-0 ft,200
Kimmo Timonen,D,3/18/1975,5-10 ft,194
Jarred Tinordi,D,2/20/1992,6-6 ft,230
Mark Tinordi,D,5/9/1966,6-4 ft,213
Dave Tippett,LW,8/25/1961,5-10 ft,180
Morris Titanic,LW,1/7/1953,6-1 ft,180
Gord Titcomb,LW,9/3/1953,5-11 ft,186
German Titov,LW,10/16/1965,6-1 ft,203
Daniel Tjarnqvist,D,10/14/1976,6-1 ft,207
Mathias Tjarnqvist,RW,4/15/1979,6-2 ft,196
Victor Tjmenev,LW,,,
Ivan Tkachenko,LW,11/9/1979,,
Keith Tkachuk,LW,3/28/1972,6-2 ft,235
Matthew Tkachuk,LW,12/11/1997,6-2 ft,202
Daniel Tkaczuk,C,6/10/1979,6-1 ft,189
Walt Tkaczuk,C,9/29/1947,6-0 ft,185
Jiri Tlusty,C,3/16/1988,6-0 ft,205
Mike Toal,C,3/23/1959,6-0 ft,175
Mark Tobin,LW,11/26/1985,,
Ryan Tobler,LW,5/13/1976,6-3 ft,227
Rick Tocchet,RW,4/9/1964,6-0 ft,210
Kevin Todd,C,5/4/1968,5-10 ft,180
Scott Todd,D,11/11/1986,,
David Toews,C,6/7/1990,,
Devon Toews,D,2/21/1994,5-11 ft,175
Jonathan Toews,C,4/29/1988,6-2 ft,201
John Toffey,C,11/26/1982,,
Tyler Toffoli,C,4/24/1992,6-0 ft,201
Hannu Toivonen,G,5/18/1984,6-2 ft,200
Dustin Tokarski,G,9/16/1989,6-0 ft,205
Sergey Tolchinsky,LW,2/3/1995,5-8 ft,165
Ole-Kristian Tollefsen,D,3/29/1984,6-2 ft,211
Denis Tolpeko,RW,1/29/1985,6-1 ft,190
Glenn Tomalty,LW,7/23/1954,6-1 ft,205
Roman Tomanek,RW,1/28/1986,,
Matej Tomek,G,5/24/1997,6-2 ft,180
Marek Tomica,LW,1/1/1981,,
Matt Tomkins,G,6/19/1994,,
Mike Tomlak,C/LW,10/17/1964,6-3 ft,205
Dave Tomlinson,C,5/8/1969,5-11 ft,180
Kirk Tomlinson,C,5/2/1968,5-10 ft,175
Henrik Tommernes,D,7/28/1990,6-1 ft,176
Jeff Toms,C,6/4/1974,6-5 ft,200
Jack Tomson,D,1/31/1918,6-1 ft,175
John Tonelli,LW,3/23/1957,6-1 ft,200
Dominic Toninato,C,3/9/1994,,
Tim Tookey,C,8/29/1960,5-11 ft,185
Sean Toomey,LW,6/27/1965,6-1 ft,200
Jordin Tootoo,RW,2/2/1983,5-9 ft,195
Sergei Topol,C,2/15/1985,,
Craig Topolnisky,D,10/8/1957,5-11 ft,185
Shayne Toporowski,RW,8/6/1975,6-2 ft,216
Jerry Toppazzini,RW,7/29/1931,6-0 ft,180
Zellio Toppazzini,RW,1/5/1930,5-11 ft,180
Brad Topping,G,6/5/1984,,
Mike Torchia,G,2/23/1972,5-11 ft,215
Josh Tordjman,G,1/11/1985,6-1 ft,156
Pavel Torgaev,LW,1/25/1966,6-1 ft,187
Jari Torkki,LW,8/11/1965,5-11 ft,185
Antti Tormanen,RW,9/19/1970,6-1 ft,198
Nichlas Torp,D,4/10/1989,,
